src_ip,dst_ip,dst_port,duration,src_bytes,dst_bytes,src_packets,dst_packets,service,timestamp,protocol,connection_state,src_ttl,dst_ttl,attack_type
192.168.1.200,10.0.0.209,80,0.0014768693808096677,144,56,3,4,http,2025-03-27 10:00:30.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.220,10.0.0.117,80,0.0046635647711036,179,168,6,1,http,2025-03-27 10:00:15.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.29,10.0.0.129,80,0.004732186855316624,211,59,4,3,http,2025-03-27 10:00:00.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.186,10.0.0.226,80,0.007278181321475973,448,61,6,2,http,2025-03-27 10:00:05.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.37,10.0.0.135,80,0.009812742083007454,163,78,3,1,http,2025-03-27 10:00:11.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.88,10.0.0.91,80,0.001865363046846545,437,189,5,2,http,2025-03-27 10:00:14.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.182,10.0.0.142,80,0.0045830346287459856,491,96,6,4,http,2025-03-27 10:00:15.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.163,10.0.0.145,80,0.004955656675886736,223,99,4,2,http,2025-03-27 10:00:37.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.49,10.0.0.65,80,0.0026160699554583586,119,110,2,3,http,2025-03-27 10:00:28.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.171,10.0.0.78,80,0.008169724028741568,445,198,4,3,http,2025-03-27 10:00:02.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.250,10.0.0.153,80,0.003364137429266997,466,88,4,3,http,2025-03-27 10:00:41.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.21,10.0.0.236,80,0.009831303126448514,111,61,7,2,http,2025-03-27 10:00:43.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.194,10.0.0.208,80,0.005590836461701357,435,56,2,4,http,2025-03-27 10:00:43.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.54,10.0.0.147,80,0.005310436434465457,192,50,2,1,http,2025-03-27 10:00:24.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.211,10.0.0.21,80,0.005158180833771215,150,193,4,2,http,2025-03-27 10:00:05.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.69,10.0.0.75,80,0.006449267274716816,453,144,4,1,http,2025-03-27 10:00:12.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.77,10.0.0.221,80,0.004856260284754641,186,121,4,1,http,2025-03-27 10:00:32.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.129,10.0.0.122,80,0.0030368383617148413,446,60,6,3,http,2025-03-27 10:00:08.199999999,TCP,ESTABLISHED,64,64,0
192.168.1.116,10.0.0.85,80,0.0023765862470351527,248,60,3,2,http,2025-03-27 10:00:36.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.227,10.0.0.140,80,0.0035251868001528073,153,181,3,3,http,2025-03-27 10:00:09.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.3,10.0.0.195,80,0.009201629524334936,349,125,6,1,http,2025-03-27 10:00:29.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.215,10.0.0.28,80,0.0014647075554097607,430,61,6,4,http,2025-03-27 10:00:05.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.56,10.0.0.166,80,0.0018159120296916604,230,182,7,3,http,2025-03-27 10:00:30.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.122,10.0.0.206,80,0.0015149806100977197,496,88,6,2,http,2025-03-27 10:00:14.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.109,10.0.0.19,80,0.0023931272243969516,472,96,5,2,http,2025-03-27 10:00:17.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.252,10.0.0.240,80,0.008407922821833835,379,103,6,1,http,2025-03-27 10:00:28.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.128,10.0.0.200,80,0.008251914110410872,287,65,6,1,http,2025-03-27 10:00:27.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.26,10.0.0.210,80,0.005539106568501744,127,175,4,3,http,2025-03-27 10:00:11.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.221,10.0.0.146,80,0.003105694416464686,129,126,3,2,http,2025-03-27 10:00:17.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.94,10.0.0.231,80,0.0090755230202769,416,197,6,4,http,2025-03-27 10:00:19.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.70,80,0.00868086741040364,242,199,4,3,http,2025-03-27 10:00:31.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.92,10.0.0.94,80,0.005975922447669511,361,187,5,2,http,2025-03-27 10:00:37.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.201,10.0.0.68,80,0.006684776739316896,438,158,7,2,http,2025-03-27 10:00:12.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.102,10.0.0.125,80,0.00866735487949508,152,136,6,3,http,2025-03-27 10:00:39.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.252,10.0.0.239,80,0.006509670453792312,251,95,3,4,http,2025-03-27 10:00:12.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.245,10.0.0.68,80,0.007834225646511464,213,139,2,2,http,2025-03-27 10:00:06.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.78,10.0.0.155,80,0.007284607217399885,182,178,3,3,http,2025-03-27 10:00:29.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.22,10.0.0.83,80,0.008230710722535912,228,56,7,3,http,2025-03-27 10:00:15.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.137,10.0.0.11,80,0.006603526937445919,265,116,4,1,http,2025-03-27 10:00:45.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.41,10.0.0.127,80,0.006481942018077728,253,158,6,1,http,2025-03-27 10:00:37.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.76,10.0.0.31,80,0.005084529197015023,136,74,3,2,http,2025-03-27 10:00:21.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.42,10.0.0.59,80,0.008836323269372729,100,87,3,2,http,2025-03-27 10:00:17.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.75,10.0.0.50,80,0.00771601044568523,142,90,6,2,http,2025-03-27 10:00:01.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.142,10.0.0.137,80,0.002424993715959919,226,66,7,4,http,2025-03-27 10:00:26.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.112,10.0.0.157,80,0.0016353877430284004,164,143,4,1,http,2025-03-27 10:00:19.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.17,80,0.008113958850717229,184,156,6,4,http,2025-03-27 10:00:31.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.206,10.0.0.1,80,0.0043130175474258405,469,155,3,3,http,2025-03-27 10:00:29.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.209,10.0.0.100,80,0.0030403211636119234,395,147,6,3,http,2025-03-27 10:00:46.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.26,10.0.0.118,80,0.0097641853166054,119,119,6,2,http,2025-03-27 10:00:14.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.207,10.0.0.44,80,0.0025610151186684802,399,118,2,3,http,2025-03-27 10:00:41.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.251,10.0.0.154,80,0.005845910123685041,443,58,6,4,http,2025-03-27 10:00:28.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.141,10.0.0.97,80,0.005919182617511283,206,130,2,1,http,2025-03-27 10:00:37.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.219,10.0.0.62,80,0.005341303174645211,113,196,7,1,http,2025-03-27 10:00:42.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.71,10.0.0.197,80,0.001,8527,131,177,2,http,2025-03-27 10:00:49.200000000,TCP,ESTABLISHED,64,64,1
192.168.1.123,10.0.0.105,80,0.007996404999437604,234,53,5,3,http,2025-03-27 10:00:28.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.9,10.0.0.188,80,0.0029759293582536464,432,147,2,3,http,2025-03-27 10:00:02.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.116,10.0.0.2,80,0.009425524928006808,446,61,6,4,http,2025-03-27 10:00:46.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.146,10.0.0.2,80,0.008836209282570166,467,198,6,2,http,2025-03-27 10:00:31.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.192,10.0.0.110,80,0.0037365894662161744,235,196,5,3,http,2025-03-27 10:00:34.299999999,TCP,ESTABLISHED,64,64,0
192.168.1.28,10.0.0.89,80,0.0012383740891953232,126,119,5,2,http,2025-03-27 10:00:25.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.53,10.0.0.58,80,0.006959901943916402,315,130,2,4,http,2025-03-27 10:00:01.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.235,10.0.0.234,80,0.009361930473261799,188,155,5,2,http,2025-03-27 10:00:11.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.83,10.0.0.161,80,0.006749372345562766,268,130,2,3,http,2025-03-27 10:00:42.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.210,10.0.0.189,80,0.004939660461105467,499,51,7,2,http,2025-03-27 10:00:26.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.13,10.0.0.218,80,0.0049200666240736875,393,177,3,2,http,2025-03-27 10:00:48.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.93,10.0.0.184,80,0.008304871139928668,450,68,7,1,http,2025-03-27 10:00:21.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.197,10.0.0.187,80,0.006414209971840343,212,55,6,3,http,2025-03-27 10:00:17.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.152,10.0.0.16,80,0.0075152297383421825,417,77,5,4,http,2025-03-27 10:00:35.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.4,10.0.0.43,80,0.007332915809255298,208,174,3,1,http,2025-03-27 10:00:01.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.220,10.0.0.170,80,0.0010655495323233454,172,183,4,3,http,2025-03-27 10:00:47.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.81,10.0.0.190,80,0.007613412424746627,426,140,3,2,http,2025-03-27 10:00:07.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.77,10.0.0.128,80,0.002036806752898997,320,181,4,4,http,2025-03-27 10:00:14.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.134,10.0.0.122,80,0.0011251406731760864,443,142,3,1,http,2025-03-27 10:00:02.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.76,10.0.0.230,80,0.002927230251244791,108,151,3,1,http,2025-03-27 10:00:09.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.177,10.0.0.134,80,0.004640631156409604,343,76,6,2,http,2025-03-27 10:00:47.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.242,10.0.0.235,80,0.006577542937432349,113,171,2,4,http,2025-03-27 10:00:41.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.116,10.0.0.248,80,0.00197129101903844,407,181,3,3,http,2025-03-27 10:00:07.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.228,10.0.0.95,80,0.009336027581832967,260,99,7,4,http,2025-03-27 10:00:47.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.216,10.0.0.3,80,0.006510603886326516,423,111,3,4,http,2025-03-27 10:00:09.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.168,10.0.0.94,80,0.001066762351825474,454,75,4,2,http,2025-03-27 10:00:35.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.82,10.0.0.101,80,0.00820525875872204,439,146,7,2,http,2025-03-27 10:00:44.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.141,10.0.0.82,80,0.0036269381642317165,331,184,5,2,http,2025-03-27 10:00:32.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.194,10.0.0.195,80,0.0065880028422551275,477,77,3,3,http,2025-03-27 10:00:47.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.190,10.0.0.211,80,0.003221338342610643,323,196,6,2,http,2025-03-27 10:00:09.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.253,10.0.0.98,80,0.0033894444208613685,320,113,6,3,http,2025-03-27 10:00:14.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.140,10.0.0.188,80,0.00880325662900638,452,167,7,3,http,2025-03-27 10:00:23.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.250,10.0.0.80,80,0.0069164614569135795,306,174,7,4,http,2025-03-27 10:00:30.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.226,10.0.0.120,80,0.006908966183779565,113,81,5,4,http,2025-03-27 10:00:29.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.81,10.0.0.247,80,0.0069934842804546225,357,93,2,3,http,2025-03-27 10:00:34.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.60,10.0.0.123,80,0.006123090411773071,220,138,6,2,http,2025-03-27 10:00:14.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.13,10.0.0.253,80,0.007798232565537533,444,149,6,3,http,2025-03-27 10:00:04.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.206,10.0.0.9,80,0.004352839831521591,404,52,3,2,http,2025-03-27 10:00:02.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.209,10.0.0.232,80,0.005556742258149312,217,51,7,3,http,2025-03-27 10:00:24.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.42,10.0.0.151,80,0.009627251752096493,354,162,3,2,http,2025-03-27 10:00:46.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.234,10.0.0.120,80,0.0032452947192508665,324,95,7,4,http,2025-03-27 10:00:39.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.223,10.0.0.150,80,0.004449166461522238,483,114,5,1,http,2025-03-27 10:00:12.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.218,10.0.0.120,80,0.007811907215607889,291,184,5,1,http,2025-03-27 10:00:03.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.126,10.0.0.227,80,0.006965509060293567,324,158,4,3,http,2025-03-27 10:00:08.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.130,10.0.0.183,80,0.0016179727141077624,436,190,5,3,http,2025-03-27 10:00:19.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.167,10.0.0.78,80,0.00867111820151434,106,52,4,4,http,2025-03-27 10:00:42.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.71,10.0.0.199,80,0.004815368406511104,224,125,6,2,http,2025-03-27 10:00:44.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.123,10.0.0.178,80,0.004847156194565244,145,193,3,2,http,2025-03-27 10:00:08.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.21,10.0.0.157,80,0.005464156628122391,199,197,2,4,http,2025-03-27 10:00:28.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.188,10.0.0.86,80,0.002273317535277402,343,130,6,1,http,2025-03-27 10:00:39.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.149,10.0.0.188,80,0.006577366084774426,307,129,3,2,http,2025-03-27 10:00:35.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.176,10.0.0.201,80,0.007556054151953926,462,182,5,1,http,2025-03-27 10:00:16.399999999,TCP,ESTABLISHED,64,64,0
192.168.1.232,10.0.0.180,80,0.001,8189,101,181,2,http,2025-03-27 10:00:49.700000000,TCP,ESTABLISHED,64,64,1
192.168.1.201,10.0.0.8,80,0.0020954302150194416,377,121,5,3,http,2025-03-27 10:00:13.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.164,80,0.009101396725859898,104,138,6,1,http,2025-03-27 10:00:07.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.173,10.0.0.92,80,0.004069154922299631,380,95,6,2,http,2025-03-27 10:00:40.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.61,10.0.0.124,80,0.001,9935,185,173,2,http,2025-03-27 10:00:49.800000000,TCP,ESTABLISHED,64,64,1
192.168.1.98,10.0.0.135,80,0.002907375952504561,370,181,6,1,http,2025-03-27 10:00:24.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.89,10.0.0.78,80,0.00757616356872227,134,81,2,1,http,2025-03-27 10:00:29.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.125,10.0.0.239,80,0.009174491518598265,424,165,4,1,http,2025-03-27 10:00:33.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.144,10.0.0.219,80,0.004033253035417746,341,98,5,3,http,2025-03-27 10:00:15.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.135,10.0.0.202,80,0.008810226557349834,479,144,4,3,http,2025-03-27 10:00:30.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.79,80,0.0011404023963871703,378,197,4,4,http,2025-03-27 10:00:05.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.132,10.0.0.67,80,0.004873682965167869,467,178,3,3,http,2025-03-27 10:00:37.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.20,10.0.0.7,80,0.008013461197088952,414,191,6,3,http,2025-03-27 10:00:36.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.133,10.0.0.181,80,0.00512507923867784,338,91,4,1,http,2025-03-27 10:00:20.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.151,10.0.0.202,80,0.0032127977458981283,176,187,4,3,http,2025-03-27 10:00:43.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.27,10.0.0.167,80,0.006937062604105978,107,130,3,3,http,2025-03-27 10:00:26.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.227,10.0.0.213,80,0.006046126931927447,369,174,4,1,http,2025-03-27 10:00:21.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.1,10.0.0.73,80,0.0070795165459370465,276,58,6,2,http,2025-03-27 10:00:04.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.181,10.0.0.1,80,0.003078797031250177,469,109,2,1,http,2025-03-27 10:00:44.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.226,10.0.0.83,80,0.0023568596764911797,283,163,3,3,http,2025-03-27 10:00:48.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.164,10.0.0.107,80,0.00730903295232093,168,53,5,3,http,2025-03-27 10:00:44.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.163,10.0.0.211,80,0.004436336510605206,375,120,3,1,http,2025-03-27 10:00:43.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.222,10.0.0.212,80,0.006667794914960744,296,161,3,3,http,2025-03-27 10:00:33.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.164,10.0.0.132,80,0.007609672117844519,413,159,7,4,http,2025-03-27 10:00:16.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.196,10.0.0.246,80,0.004182862430671308,238,106,6,2,http,2025-03-27 10:00:09.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.108,10.0.0.104,80,0.006829426108658378,437,186,6,3,http,2025-03-27 10:00:47.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.179,80,0.0025775275664598938,406,93,6,2,http,2025-03-27 10:00:30.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.89,10.0.0.200,80,0.008360877356296184,236,199,2,3,http,2025-03-27 10:00:13.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.142,10.0.0.57,80,0.003127339800553358,259,184,4,1,http,2025-03-27 10:00:29.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.194,10.0.0.231,80,0.0021732970521944712,173,53,4,1,http,2025-03-27 10:00:19.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.126,10.0.0.5,80,0.001380232071556802,327,102,5,4,http,2025-03-27 10:00:28.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.174,10.0.0.38,80,0.008295896516179308,229,138,7,4,http,2025-03-27 10:00:07.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.111,10.0.0.222,80,0.006426093282327081,458,73,6,2,http,2025-03-27 10:00:45.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.170,10.0.0.96,80,0.0019926327799036437,466,111,3,2,http,2025-03-27 10:00:04.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.199,10.0.0.183,80,0.009279686702975357,384,158,5,1,http,2025-03-27 10:00:34.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.161,10.0.0.161,80,0.006590080702561672,322,72,5,4,http,2025-03-27 10:00:21.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.99,10.0.0.119,80,0.004728842049318728,304,178,5,1,http,2025-03-27 10:00:24.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.206,10.0.0.50,80,0.008621947319791042,223,153,6,1,http,2025-03-27 10:00:10.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.159,10.0.0.250,80,0.0075794430072442945,403,192,5,4,http,2025-03-27 10:00:31.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.221,10.0.0.58,80,0.0015315821743701183,182,138,7,2,http,2025-03-27 10:00:10.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.87,10.0.0.201,80,0.007413821011224927,343,56,2,4,http,2025-03-27 10:00:40.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.40,10.0.0.44,80,0.00994970784487675,238,77,5,4,http,2025-03-27 10:00:43.800000000,TCP,ESTABLISHED,64,64,0
